"specimens.combo","gen.dist","geo.dist","islands.combo"
"Aotea__001:Borneo_002",0.370639624917581,7183.22157842219,"Aotea:Borneo"
"Aotea__001:Borneo_003",0.394925592734141,7183.22157842219,"Aotea:Borneo"
"Aotea__001:Borneo_004",0.299523017148702,7183.22157842219,"Aotea:Borneo"
"Aotea__001:Borneo_005",0.479006532892555,7183.22157842219,"Aotea:Borneo"
"Aotea__001:Borneo_006",0.616704409991144,7183.22157842219,"Aotea:Borneo"
"Aotea__001:Borneo_008",0.218166328772965,7183.22157842219,"Aotea:Borneo"
"Aotea__001:Borneo_012",0.202004354435787,7166.59537754778,"Aotea:Borneo"
"Aotea__001:Borneo_013",0.135740417905175,7166.59537754778,"Aotea:Borneo"
"Aotea__001:Borneo_014",0.650877360449723,7166.59537754778,"Aotea:Borneo"
"Aotea__001:Borneo_015",0.255450654789012,7166.59537754778,"Aotea:Borneo"
"Aotea__001:Borneo_016",0.288145916198472,7166.59537754778,"Aotea:Borneo"
"Aotea__001:Borneo_017",0.254920313513645,7166.59537754778,"Aotea:Borneo"
"Aotea__001:Borneo_019",0.190703748115808,7591.43654429242,"Aotea:Borneo"
"Aotea__001:Borneo_020",0.212386166956022,7591.43654429242,"Aotea:Borneo"
"Aotea__001:Borneo_021",0.267196918512357,7591.43654429242,"Aotea:Borneo"
"Aotea__001:Borneo_022",0.249565854974016,7591.43654429242,"Aotea:Borneo"
"Aotea__001:Borneo_023",0.247358947763799,7591.43654429242,"Aotea:Borneo"
"Aotea__001:Borneo_024",0.223111970055963,7591.43654429242,"Aotea:Borneo"
"Aotea__001:Halmaher10",0.405487306064073,6424.33018311807,"Aotea:Halmaher"
"Aotea__001:Halmaher11",0.558683019784257,6424.33018311807,"Aotea:Halmaher"
"Aotea__001:Halmaher19",0.518895736634531,6466.33441083919,"Aotea:Halmaher"
"Aotea__001:Halmaher23",0.325324021698293,6467.69264587726,"Aotea:Halmaher"
"Aotea__001:Halmaher24",0.203015453905469,6467.69264587726,"Aotea:Halmaher"
"Aotea__001:Halmahera1",0.281796579835052,6434.85665557042,"Aotea:Halmaher"
"Aotea__001:Halmahera2",0.30248048530229,6424.33018311807,"Aotea:Halmaher"
"Aotea__001:Halmahera3",0.322823468295192,6424.33018311807,"Aotea:Halmaher"
"Aotea__001:Halmahera6",0.36403588623859,6424.33018311807,"Aotea:Halmaher"
"Aotea__001:Halmahera7",0.593001688404965,6424.33018311807,"Aotea:Halmaher"
"Aotea__001:Halmahera8",0.25912061192063,6424.33018311807,"Aotea:Halmaher"
"Aotea__001:Halmahera9",0.265827092404276,6424.33018311807,"Aotea:Halmaher"
"Aotea__001:Hatutaa_01",0.0857576729308759,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_02",0.0538282160606598,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_03",0.0535289411942148,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_04",0.0803354165399274,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_05",0.0845413436204732,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_06",0.0924427137012734,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_07",0.0672631242783805,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_08",0.0832820379525964,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_09",0.0758637328657127,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_10",0.0740088486393398,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_11",0.0816922459451008,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_12",0.0668640787816745,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_13",0.0849993333519549,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_14",0.0710338300902772,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_15",0.0820134680619732,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_16",0.0626033505527169,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_17",0.0702847547341027,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_18",0.0905724290414149,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_19",0.0820479044781302,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_20",0.0887960325696673,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Hatutaa_21",0.069460670334875,5446.28208917342,"Aotea:Hatutaa"
"Aotea__001:Honuea_001",0.0972033330381924,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_002",0.0869779884900292,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_003",0.09142317122125,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_004",0.0841563698076694,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_005",0.0863177400922208,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_006",0.108389686437806,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_007",0.0908505179631999,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_008",0.0997368372702532,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_009",0.0905572823765184,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_010",0.0812999041029499,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_011",0.0957045179510515,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_012",0.0893441780090986,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_013",0.0981088763664392,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_015",0.083205953928549,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_016",0.0874662715513039,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_017",0.0993185020222868,4049.02862249807,"Aotea:Honuea"
"Aotea__001:Honuea_018",0.0807394263354025,4049.02862249807,"Aotea:Honuea"
