"isl1","fst.dist","p.value","geo.dist","fv","neg.resid","islands.combo","geo_lat","geo_long","group.id"
"Aotea",0.49103,0,6870.25432015904,0.499302681950449,-0.00827268195044933,"Sulawesi:Aotea",-36.23,175.43,15
"Sulawesi",0.49103,0,6870.25432015904,0.499302681950449,-0.00827268195044933,"Sulawesi:Aotea",-1.3252,120.1039,15
"Reiono",0.49055,0,10011.7528262237,0.558632174343848,-0.0680821743438481,"Sulawesi:Reiono",-17.046,210.454,16
"Sulawesi",0.49055,0,10011.7528262237,0.558632174343848,-0.0680821743438481,"Sulawesi:Reiono",-1.3252,120.1039,16
"Halmahera",0.48835,0,10394.7512448048,0.565865379044735,-0.0775153790447345,"Mohotani:Halmahera",1.266,127.8565,17
"Mohotani",0.48835,0,10394.7512448048,0.565865379044735,-0.0775153790447345,"Mohotani:Halmahera",-10,221.07,17
"Borneo",0.48473,0,7255.67258946736,0.506581587298665,-0.021851587298665,"Slipper_Island:Borneo",-0.5102,117.0912,18
"Slipper_Island",0.48473,0,7255.67258946736,0.506581587298665,-0.021851587298665,"Slipper_Island:Borneo",-37.05,175.93,18
"Great_Mercury_Island",0.48463,0.05273,6262.66958538945,0.487828000733741,-0.00319800073374094,"Wake_Island:Great_Mercury_Island",-36.583333,175.916667,19
"Wake_Island",0.48463,0.05273,6262.66958538945,0.487828000733741,-0.00319800073374094,"Wake_Island:Great_Mercury_Island",19.3,166.58,19
"Rakiura",0.48117,0,6843.53813533867,0.498798127298897,-0.0176281272988967,"Sulawesi:Rakiura",-46.95,167.9,20
"Sulawesi",0.48117,0,6843.53813533867,0.498798127298897,-0.0176281272988967,"Sulawesi:Rakiura",-1.3252,120.1039,20
"Borneo",0.48036,0.99902,6959.56104044907,0.500989304551701,-0.0206293045517011,"Doubtful_Sound:Borneo",-0.5102,117.0912,21
"Doubtful_Sound",0.48036,0.99902,6959.56104044907,0.500989304551701,-0.0206293045517011,"Doubtful_Sound:Borneo",-45.316667,166.983333,21
"Malenge",0.4796,0,9838.1857636871,0.555354233674251,-0.0757542336742507,"Rimatuu:Malenge",-0.2659,122.0439,22
"Rimatuu",0.4796,0,9838.1857636871,0.555354233674251,-0.0757542336742507,"Rimatuu:Malenge",-17.03,210.442,22
"Mohotani",0.47668,0,7830.65381312468,0.517440527409401,-0.0407605274094014,"New_Britain:Mohotani",-10,221.07,23
"New_Britain",0.47668,0,7830.65381312468,0.517440527409401,-0.0407605274094014,"New_Britain:Mohotani",-5.8145,150.061,23
"Hatutaa",0.47649,0.99902,7519.32923303793,0.511560935466105,-0.0350709354661051,"Normanby_Island:Hatutaa",-7.92,219.43,24
"Normanby_Island",0.47649,0.99902,7519.32923303793,0.511560935466105,-0.0350709354661051,"Normanby_Island:Hatutaa",-10.0546,150.9625,24
"Halmahera",0.47595,0,6423.51474677354,0.490865679013845,-0.0149156790138453,"Kaikura_Island:Halmahera",1.266,127.8565,25
"Kaikura_Island",0.47595,0,6423.51474677354,0.490865679013845,-0.0149156790138453,"Kaikura_Island:Halmahera",-36.18,175.32,25
"Hatutaa",0.47566,0,11025.9956767697,0.577786890913141,-0.102126890913141,"Sulawesi:Hatutaa",-7.92,219.43,26
"Sulawesi",0.47566,0,11025.9956767697,0.577786890913141,-0.102126890913141,"Sulawesi:Hatutaa",-1.3252,120.1039,26
"Aotea",0.47423,0,6434.85665557042,0.491079879240391,-0.0168498792403906,"Halmahera:Aotea",-36.23,175.43,27
"Halmahera",0.47423,0,6434.85665557042,0.491079879240391,-0.0168498792403906,"Halmahera:Aotea",1.266,127.8565,27
"Hatutaa",0.47248,0,6529.91541513406,0.49287513330197,-0.0203951333019696,"Wake_Island:Hatutaa",-7.92,219.43,28
"Wake_Island",0.47248,0,6529.91541513406,0.49287513330197,-0.0203951333019696,"Wake_Island:Hatutaa",19.3,166.58,28
"Halmahera",0.47154,0,9270.78613693864,0.544638477555251,-0.0730984775552513,"Reiono:Halmahera",1.266,127.8565,29
"Reiono",0.47154,0,9270.78613693864,0.544638477555251,-0.0730984775552513,"Reiono:Halmahera",-17.046,210.454,29
"Borneo",0.466,0,11540.2487300026,0.587498935197474,-0.121498935197474,"Mohotani:Borneo",-0.5102,117.0912,30
"Mohotani",0.466,0,11540.2487300026,0.587498935197474,-0.121498935197474,"Mohotani:Borneo",-10,221.07,30
"Malenge",0.46485,0,6817.14820116845,0.498299734129016,-0.0334497341290157,"Rakiura:Malenge",-0.2659,122.0439,31
"Rakiura",0.46485,0,6817.14820116845,0.498299734129016,-0.0334497341290157,"Rakiura:Malenge",-46.95,167.9,31
"Sulawesi",0.46377,0,5565.91882667464,0.474669354068953,-0.0108993540689526,"Wake_Island:Sulawesi",-1.3252,120.1039,32
"Sulawesi",0.46377,0,5565.91882667464,0.474669354068953,-0.0108993540689526,"Wake_Island:Sulawesi",-1.3252,120.1039,32
"Doubtful_Sound",0.46341,0.06543,6451.00453659417,0.491384843760513,-0.0279748437605133,"Mohotani:Doubtful_Sound",-45.316667,166.983333,33
"Mohotani",0.46341,0.06543,6451.00453659417,0.491384843760513,-0.0279748437605133,"Mohotani:Doubtful_Sound",-10,221.07,33
"Rimatuu",0.4629,0,10010.5204118374,0.558608899298574,-0.095708899298574,"Sulawesi:Rimatuu",-17.03,210.442,34
"Sulawesi",0.4629,0,10010.5204118374,0.558608899298574,-0.095708899298574,"Sulawesi:Rimatuu",-1.3252,120.1039,34
"Honuea",0.46277,0,5112.84996156859,0.466112817838201,-0.00334281783820073,"Rakiura:Honuea",-17.009,210.415,35
"Rakiura",0.46277,0,5112.84996156859,0.466112817838201,-0.00334281783820073,"Rakiura:Honuea",-46.95,167.9,35
"Normanby_Island",0.46025,0.0498,6463.38434694425,0.491618645515497,-0.0313686455154971,"Reiono:Normanby_Island",-10.0546,150.9625,36
"Reiono",0.46025,0.0498,6463.38434694425,0.491618645515497,-0.0313686455154971,"Reiono:Normanby_Island",-17.046,210.454,36
"Halmahera",0.45885,0,10211.1230578528,0.562397426696532,-0.103547426696532,"Hatutaa:Halmahera",1.266,127.8565,37
"Hatutaa",0.45885,0,10211.1230578528,0.562397426696532,-0.103547426696532,"Hatutaa:Halmahera",-7.92,219.43,37
"Doubtful_Sound",0.45124,0.04883,6503.11390940282,0.492368967302736,-0.041128967302736,"Hatutaa:Doubtful_Sound",-45.316667,166.983333,38
"Hatutaa",0.45124,0.04883,6503.11390940282,0.492368967302736,-0.041128967302736,"Hatutaa:Doubtful_Sound",-7.92,219.43,38
"Halmahera",0.45031,0,9269.40847288684,0.544612459364021,-0.0943024593640206,"Rimatuu:Halmahera",1.266,127.8565,39
"Rimatuu",0.45031,0,9269.40847288684,0.544612459364021,-0.0943024593640206,"Rimatuu:Halmahera",-17.03,210.442,39
"Rakiura",0.44924,0,5446.22230959651,0.47240879797262,-0.0231687979726204,"Tahanea:Rakiura",-46.95,167.9,40
"Tahanea",0.44924,0,5446.22230959651,0.47240879797262,-0.0231687979726204,"Tahanea:Rakiura",-16.87,215.03,40
"Mohotani",0.44504,0,6797.9370338333,0.497936917210886,-0.0528969172108861,"Wake_Island:Mohotani",-10,221.07,41
"Wake_Island",0.44504,0,6797.9370338333,0.497936917210886,-0.0528969172108861,"Wake_Island:Mohotani",19.3,166.58,41
"Great_Mercury_Island",0.44236,0.06738,5405.31438817911,0.471636222016312,-0.0292762220163123,"Mohotani:Great_Mercury_Island",-36.583333,175.916667,42
"Mohotani",0.44236,0.06738,5405.31438817911,0.471636222016312,-0.0292762220163123,"Mohotani:Great_Mercury_Island",-10,221.07,42
"Kaikura_Island",0.4404,0,6209.05165525693,0.4868153869853,-0.0464153869853001,"Wake_Island:Kaikura_Island",-36.18,175.32,43
"Wake_Island",0.4404,0,6209.05165525693,0.4868153869853,-0.0464153869853001,"Wake_Island:Kaikura_Island",19.3,166.58,43
"Great_Mercury_Island",0.44039,0.06445,6925.00839671875,0.500336752653487,-0.0599467526534866,"Sulawesi:Great_Mercury_Island",-36.583333,175.916667,44
"Sulawesi",0.44039,0.06445,6925.00839671875,0.500336752653487,-0.0599467526534866,"Sulawesi:Great_Mercury_Island",-1.3252,120.1039,44
"Borneo",0.44001,0,10358.768836845,0.565185825005404,-0.125175825005404,"Reiono:Borneo",-0.5102,117.0912,45
"Reiono",0.44001,0,10358.768836845,0.565185825005404,-0.125175825005404,"Reiono:Borneo",-17.046,210.454,45
"Borneo",0.43769,0,7172.04579174209,0.505002234181053,-0.0673122341810531,"Kaikura_Island:Borneo",-0.5102,117.0912,46
"Kaikura_Island",0.43769,0,7172.04579174209,0.505002234181053,-0.0673122341810531,"Kaikura_Island:Borneo",-36.18,175.32,46
"Hatutaa",0.43732,0,5517.31626192472,0.47375145915668,-0.0364314591566796,"Motukawanui:Hatutaa",-7.92,219.43,47
"Motukawanui",0.43732,0,5517.31626192472,0.47375145915668,-0.0364314591566796,"Motukawanui:Hatutaa",-35,173.94,47
"Hatutaa",0.43629,0,7662.33439327133,0.514261692302343,-0.0779716923023426,"New_Britain:Hatutaa",-7.92,219.43,48
"New_Britain",0.43629,0,7662.33439327133,0.514261692302343,-0.0779716923023426,"New_Britain:Hatutaa",-5.8145,150.061,48
"Kamaka",0.43599,0,4170.05225625846,0.448307394987377,-0.0123173949873773,"Late_Island:Kamaka",-23.24,225.37,49
"Late_Island",0.43599,0,4170.05225625846,0.448307394987377,-0.0123173949873773,"Late_Island:Kamaka",-18.85,185.4,49
"New_Britain",0.43334,0,6681.46121289828,0.495737186312132,-0.0623971863121322,"Reiono:New_Britain",-5.8145,150.061,50
"Reiono",0.43334,0,6681.46121289828,0.495737186312132,-0.0623971863121322,"Reiono:New_Britain",-17.046,210.454,50
"New_Britain",0.43331,0,6680.0912141687,0.495711312886107,-0.0624013128861068,"Rimatuu:New_Britain",-5.8145,150.061,51
"Rimatuu",0.43331,0,6680.0912141687,0.495711312886107,-0.0624013128861068,"Rimatuu:New_Britain",-17.03,210.442,51
"Great_Mercury_Island",0.43204,0.04688,4024.61367861066,0.445560681287019,-0.0135206812870194,"Reiono:Great_Mercury_Island",-36.583333,175.916667,52
"Reiono",0.43204,0.04688,4024.61367861066,0.445560681287019,-0.0135206812870194,"Reiono:Great_Mercury_Island",-17.046,210.454,52
"Halmahera",0.42987,0,4667.57163936244,0.457703411696745,-0.0278334116967446,"Wake_Island:Halmahera",1.266,127.8565,53
"Wake_Island",0.42987,0,4667.57163936244,0.457703411696745,-0.0278334116967446,"Wake_Island:Halmahera",19.3,166.58,53
"Doubtful_Sound",0.42986,0.13281,9095.63793973468,0.541330676003327,-0.111470676003326,"Mainland:Doubtful_Sound",-45.316667,166.983333,54
"Mainland",0.42986,0.13281,9095.63793973468,0.541330676003327,-0.111470676003326,"Mainland:Doubtful_Sound",15.20989,105.7906,54
"Borneo",0.42805,0,11370.7600951501,0.584298018611701,-0.156248018611701,"Hatutaa:Borneo",-0.5102,117.0912,55
"Hatutaa",0.42805,0,11370.7600951501,0.584298018611701,-0.156248018611701,"Hatutaa:Borneo",-7.92,219.43,55
"Reiono",0.42587,0,4044.18187588854,0.445930240976228,-0.0200602409762278,"Slipper_Island:Reiono",-17.046,210.454,56
"Slipper_Island",0.42587,0,4044.18187588854,0.445930240976228,-0.0200602409762278,"Slipper_Island:Reiono",-37.05,175.93,56
"Great_Mercury_Island",0.42553,0.99902,3866.35196883627,0.44257179337633,-0.0170417933763297,"Normanby_Island:Great_Mercury_Island",-36.583333,175.916667,57
"Normanby_Island",0.42553,0.99902,3866.35196883627,0.44257179337633,-0.0170417933763297,"Normanby_Island:Great_Mercury_Island",-10.0546,150.9625,57
"Mohotani",0.4239,0,5423.19631064735,0.471973935174861,-0.0480739351748607,"Slipper_Island:Mohotani",-10,221.07,58
"Slipper_Island",0.4239,0,5423.19631064735,0.471973935174861,-0.0480739351748607,"Slipper_Island:Mohotani",-37.05,175.93,58
"Aotea",0.42307,0,6216.24257699488,0.486951192791265,-0.0638811927912651,"Wake_Island:Aotea",-36.23,175.43,59
"Wake_Island",0.42307,0,6216.24257699488,0.486951192791265,-0.0638811927912651,"Wake_Island:Aotea",19.3,166.58,59
"Halmahera",0.41975,0,6613.0199746551,0.494444623569892,-0.0746946235698916,"Rakiura:Halmahera",1.266,127.8565,60
"Rakiura",0.41975,0,6613.0199746551,0.494444623569892,-0.0746946235698916,"Rakiura:Halmahera",-46.95,167.9,60
"Aotea",0.41892,0,7183.22157842219,0.505213297070157,-0.0862932970701574,"Borneo:Aotea",-36.23,175.43,61
"Borneo",0.41892,0,7183.22157842219,0.505213297070157,-0.0862932970701574,"Borneo:Aotea",-0.5102,117.0912,61
"Borneo",0.41736,0,10357.539828064,0.56516261427747,-0.14780261427747,"Rimatuu:Borneo",-0.5102,117.0912,62
"Rimatuu",0.41736,0,10357.539828064,0.56516261427747,-0.14780261427747,"Rimatuu:Borneo",-17.03,210.442,62
"Great_Mercury_Island",0.41622,0.07617,6492.08177195062,0.492160617334149,-0.0759406173341493,"Halmahera:Great_Mercury_Island",-36.583333,175.916667,63
"Halmahera",0.41622,0.07617,6492.08177195062,0.492160617334149,-0.0759406173341493,"Halmahera:Great_Mercury_Island",1.266,127.8565,63
"Kamaka",0.41353,0,5708.22872589974,0.477356980393549,-0.0638269803935493,"Rakiura:Kamaka",-23.24,225.37,64
"Rakiura",0.41353,0,5708.22872589974,0.477356980393549,-0.0638269803935493,"Rakiura:Kamaka",-46.95,167.9,64
"Reiono",0.41052,0,6260.82537082455,0.487793171395516,-0.0772731713955164,"Wake_Island:Reiono",-17.046,210.454,65
"Wake_Island",0.41052,0,6260.82537082455,0.487793171395516,-0.0772731713955164,"Wake_Island:Reiono",19.3,166.58,65
"Late_Island",0.40788,0,2117.02247835564,0.409534429042507,-0.00165442904250651,"Motukawanui:Late_Island",-18.85,185.4,66
"Motukawanui",0.40788,0,2117.02247835564,0.409534429042507,-0.00165442904250651,"Motukawanui:Late_Island",-35,173.94,66
"Aotea",0.40616,0,4049.71544366205,0.446034746442805,-0.0398747464428048,"Reiono:Aotea",-36.23,175.43,67
"Reiono",0.40616,0,4049.71544366205,0.446034746442805,-0.0398747464428048,"Reiono:Aotea",-17.046,210.454,67
"Late_Island",0.39591,0,9499.47723123714,0.548957475801925,-0.153047475801925,"Mainland:Late_Island",-18.85,185.4,68
"Mainland",0.39591,0,9499.47723123714,0.548957475801925,-0.153047475801925,"Mainland:Late_Island",15.20989,105.7906,68
"Great_Mercury_Island",0.39537,0.04395,5422.77400587983,0.471965959641069,-0.076595959641069,"Hatutaa:Great_Mercury_Island",-36.583333,175.916667,69
"Hatutaa",0.39537,0.04395,5422.77400587983,0.471965959641069,-0.076595959641069,"Hatutaa:Great_Mercury_Island",-7.92,219.43,69
"Borneo",0.39199,0.99902,7237.39719635977,0.506236443159882,-0.114246443159882,"Great_Mercury_Island:Borneo",-0.5102,117.0912,70
"Great_Mercury_Island",0.39199,0.99902,7237.39719635977,0.506236443159882,-0.114246443159882,"Great_Mercury_Island:Borneo",-36.583333,175.916667,70
"Borneo",0.39036,0,5828.64683811126,0.479631164340697,-0.0892711643406971,"Wake_Island:Borneo",-0.5102,117.0912,71
"Wake_Island",0.39036,0,5828.64683811126,0.479631164340697,-0.0892711643406971,"Wake_Island:Borneo",19.3,166.58,71
"Rimatuu",0.38993,0,4044.3472035284,0.445933363309386,-0.0560033633093859,"Slipper_Island:Rimatuu",-17.03,210.442,72
"Slipper_Island",0.38993,0,4044.3472035284,0.445933363309386,-0.0560033633093859,"Slipper_Island:Rimatuu",-37.05,175.93,72
"Hatutaa",0.38825,0,5443.58143142772,0.472358923060719,-0.0841089230607194,"Slipper_Island:Hatutaa",-7.92,219.43,73
"Slipper_Island",0.38825,0,5443.58143142772,0.472358923060719,-0.0841089230607194,"Slipper_Island:Hatutaa",-37.05,175.93,73
"Borneo",0.3873,0,7112.44651431384,0.503876658322906,-0.116576658322906,"Rakiura:Borneo",-0.5102,117.0912,74
"Rakiura",0.3873,0,7112.44651431384,0.503876658322906,-0.116576658322906,"Rakiura:Borneo",-46.95,167.9,74
"Rakiura",0.38469,0,7337.76337659154,0.508131931734879,-0.123441931734879,"Wake_Island:Rakiura",-46.95,167.9,75
"Wake_Island",0.38469,0,7337.76337659154,0.508131931734879,-0.123441931734879,"Wake_Island:Rakiura",19.3,166.58,75
"Normanby_Island",0.38465,0.05176,6462.15128258123,0.491595358194938,-0.106945358194938,"Rimatuu:Normanby_Island",-10.0546,150.9625,76
"Rimatuu",0.38465,0.05176,6462.15128258123,0.491595358194938,-0.106945358194938,"Rimatuu:Normanby_Island",-17.03,210.442,76
"Kaikura_Island",0.38013,0,5439.36714124693,0.472279333114475,-0.0921493331144748,"Mohotani:Kaikura_Island",-36.18,175.32,77
"Mohotani",0.38013,0,5439.36714124693,0.472279333114475,-0.0921493331144748,"Mohotani:Kaikura_Island",-10,221.07,77
"Mohotani",0.37763,0,1388.00235600163,0.395766351890683,-0.0181363518906829,"Rimatuu:Mohotani",-10,221.07,78
"Rimatuu",0.37763,0,1388.00235600163,0.395766351890683,-0.0181363518906829,"Rimatuu:Mohotani",-17.03,210.442,78
"New_Britain",0.37665,0,4868.61080923426,0.461500183166366,-0.0848501831663664,"Rakiura:New_Britain",-5.8145,150.061,79
"Rakiura",0.37665,0,4868.61080923426,0.461500183166366,-0.0848501831663664,"Rakiura:New_Britain",-46.95,167.9,79
"Motukawanui",0.36987,0,4127.52584901657,0.447504252744876,-0.0776342527448756,"Rimatuu:Motukawanui",-35,173.94,80
"Rimatuu",0.36987,0,4127.52584901657,0.447504252744876,-0.0776342527448756,"Rimatuu:Motukawanui",-17.03,210.442,80
"Kaikura_Island",0.36942,0,4056.77998085169,0.446168165384321,-0.0767481653843214,"Reiono:Kaikura_Island",-36.18,175.32,81
"Reiono",0.36942,0,4056.77998085169,0.446168165384321,-0.0767481653843214,"Reiono:Kaikura_Island",-17.046,210.454,81
"Hatutaa",0.36798,0,5453.057822887,0.472537891630628,-0.104557891630628,"Kaikura_Island:Hatutaa",-7.92,219.43,82
"Kaikura_Island",0.36798,0,5453.057822887,0.472537891630628,-0.104557891630628,"Kaikura_Island:Hatutaa",-36.18,175.32,82
"Kaikura_Island",0.36663,0,110.89852983039,0.371647313923887,-0.0050173139238866,"Slipper_Island:Kaikura_Island",-36.18,175.32,83
"Slipper_Island",0.36663,0,110.89852983039,0.371647313923887,-0.0050173139238866,"Slipper_Island:Kaikura_Island",-37.05,175.93,83
"Aotea",0.36428,0,5432.051313873,0.472141168374401,-0.107861168374401,"Mohotani:Aotea",-36.23,175.43,84
"Mohotani",0.36428,0,5432.051313873,0.472141168374401,-0.107861168374401,"Mohotani:Aotea",-10,221.07,84
"Late_Island",0.35966,0,2218.73118130775,0.411455272139039,-0.0517952721390386,"Slipper_Island:Late_Island",-18.85,185.4,85
"Slipper_Island",0.35966,0,2218.73118130775,0.411455272139039,-0.0517952721390386,"Slipper_Island:Late_Island",-37.05,175.93,85
"Doubtful_Sound",0.3594,0.04102,194.877705297972,0.373233321952377,-0.0138333219523766,"Rakiura:Doubtful_Sound",-45.316667,166.983333,86
"Rakiura",0.3594,0.04102,194.877705297972,0.373233321952377,-0.0138333219523766,"Rakiura:Doubtful_Sound",-46.95,167.9,86
"Aotea",0.35851,0,101.388435213255,0.371467708845241,-0.0129577088452407,"Slipper_Island:Aotea",-36.23,175.43,87
"Slipper_Island",0.35851,0,101.388435213255,0.371467708845241,-0.0129577088452407,"Slipper_Island:Aotea",-37.05,175.93,87
"Reiono",0.35578,0,2.18348832069373,0.369594151009486,-0.0138141510094858,"Rimatuu:Reiono",-17.046,210.454,88
"Rimatuu",0.35578,0,2.18348832069373,0.369594151009486,-0.0138141510094858,"Rimatuu:Reiono",-17.03,210.442,88
"New_Britain",0.35418,0,3315.96511914203,0.432177335970311,-0.0779973359703108,"Wake_Island:New_Britain",-5.8145,150.061,89
"Wake_Island",0.35418,0,3315.96511914203,0.432177335970311,-0.0779973359703108,"Wake_Island:New_Britain",19.3,166.58,89
"Aotea",0.35356,0,5446.28208917342,0.472409926953566,-0.118849926953566,"Hatutaa:Aotea",-36.23,175.43,90
"Hatutaa",0.35356,0,5446.28208917342,0.472409926953566,-0.118849926953566,"Hatutaa:Aotea",-7.92,219.43,90
"Kaikura_Island",0.34998,0,4056.8818271478,0.446170088825965,-0.0961900888259652,"Rimatuu:Kaikura_Island",-36.18,175.32,91
"Rimatuu",0.34998,0,4056.8818271478,0.446170088825965,-0.0961900888259652,"Rimatuu:Kaikura_Island",-17.03,210.442,91
"Late_Island",0.34591,0,2658.42550505215,0.419759220393559,-0.073849220393559,"Rimatuu:Late_Island",-18.85,185.4,92
"Rimatuu",0.34591,0,2658.42550505215,0.419759220393559,-0.073849220393559,"Rimatuu:Late_Island",-17.03,210.442,92
"Aotea",0.34416,0,4049.8224040596,0.446036766467987,-0.101876766467987,"Rimatuu:Aotea",-36.23,175.43,93
"Rimatuu",0.34416,0,4049.8224040596,0.446036766467987,-0.101876766467987,"Rimatuu:Aotea",-17.03,210.442,93
"Great_Mercury_Island",0.34331,0.1377,9315.89716867848,0.545490432318018,-0.202180432318018,"Mainland:Great_Mercury_Island",-36.583333,175.916667,94
"Mainland",0.34331,0.1377,9315.89716867848,0.545490432318018,-0.202180432318018,"Mainland:Great_Mercury_Island",15.20989,105.7906,94
"Great_Mercury_Island",0.34301,0.05859,4024.75129564424,0.445563280285151,-0.102553280285151,"Rimatuu:Great_Mercury_Island",-36.583333,175.916667,95
"Rimatuu",0.34301,0.05859,4024.75129564424,0.445563280285151,-0.102553280285151,"Rimatuu:Great_Mercury_Island",-17.03,210.442,95
"Normanby_Island",0.34051,0.04492,4391.86930668077,0.452496571897807,-0.111986571897807,"Rakiura:Normanby_Island",-10.0546,150.9625,96
"Rakiura",0.34051,0.04492,4391.86930668077,0.452496571897807,-0.111986571897807,"Rakiura:Normanby_Island",-46.95,167.9,96
"Late_Island",0.33713,0.00488,4350.38513296153,0.451713112996149,-0.114583112996149,"New_Guinea:Late_Island",-18.85,185.4,97
"New_Guinea",0.33713,0.00488,4350.38513296153,0.451713112996149,-0.114583112996149,"New_Guinea:Late_Island",-6.2208,147.3689,97
"Hatutaa",0.3307,0,1402.84823206651,0.396046727096771,-0.0653467270967715,"Rimatuu:Hatutaa",-7.92,219.43,98
"Rimatuu",0.3307,0,1402.84823206651,0.396046727096771,-0.0653467270967715,"Rimatuu:Hatutaa",-17.03,210.442,98
"Mohotani",0.32089,0,1387.88630365569,0.395764160157418,-0.0748741601574184,"Reiono:Mohotani",-10,221.07,99
"Reiono",0.32089,0,1387.88630365569,0.395764160157418,-0.0748741601574184,"Reiono:Mohotani",-17.046,210.454,99
"Hatutaa",0.32015,0,1403.19196566189,0.396053218756625,-0.0759032187566253,"Reiono:Hatutaa",-7.92,219.43,100
"Reiono",0.32015,0,1403.19196566189,0.396053218756625,-0.0759032187566253,"Reiono:Hatutaa",-17.046,210.454,100
"Motukawanui",0.31599,0,1420.01708867304,0.396370973486026,-0.0803809734860262,"Rakiura:Motukawanui",-35,173.94,101
"Rakiura",0.31599,0,1420.01708867304,0.396370973486026,-0.0803809734860262,"Rakiura:Motukawanui",-46.95,167.9,101
"Hatutaa",0.31344,0,6511.08762555547,0.492519556752616,-0.179079556752616,"Rakiura:Hatutaa",-7.92,219.43,102
"Rakiura",0.31344,0,6511.08762555547,0.492519556752616,-0.179079556752616,"Rakiura:Hatutaa",-46.95,167.9,102
"Hatutaa",0.31192,0,3870.15682724937,0.442643650904781,-0.130723650904781,"Late_Island:Hatutaa",-7.92,219.43,103
"Late_Island",0.31192,0,3870.15682724937,0.442643650904781,-0.130723650904781,"Late_Island:Hatutaa",-18.85,185.4,103
"Kaikura_Island",0.30997,0,2160.0020927245,0.410346130432415,-0.100376130432415,"Late_Island:Kaikura_Island",-36.18,175.32,104
"Late_Island",0.30997,0,2160.0020927245,0.410346130432415,-0.100376130432415,"Late_Island:Kaikura_Island",-18.85,185.4,104
"Late_Island",0.30937,0,7371.5776883209,0.508770539694317,-0.199400539694317,"Sulawesi:Late_Island",-18.85,185.4,105
