"isl1","fst.dist","p.value","geo.dist","fv","neg.resid","islands.combo","geo_lat","geo_long","group.id"
"Sulawesi",0.30937,0,7371.5776883209,0.508770539694317,-0.199400539694317,"Sulawesi:Late_Island",-1.3252,120.1039,105
"Late_Island",0.30759,0,2659.4385189914,0.419778351901241,-0.112188351901241,"Reiono:Late_Island",-18.85,185.4,106
"Reiono",0.30759,0,2659.4385189914,0.419778351901241,-0.112188351901241,"Reiono:Late_Island",-17.046,210.454,106
"Mohotani",0.30736,0,6448.66889970432,0.491340733552973,-0.183980733552973,"Rakiura:Mohotani",-10,221.07,107
"Rakiura",0.30736,0,6448.66889970432,0.491340733552973,-0.183980733552973,"Rakiura:Mohotani",-46.95,167.9,107
"Late_Island",0.30276,0,3960.72692773822,0.444354133363279,-0.141594133363279,"Mohotani:Late_Island",-18.85,185.4,108
"Mohotani",0.30276,0,3960.72692773822,0.444354133363279,-0.141594133363279,"Mohotani:Late_Island",-10,221.07,108
"Rakiura",0.2986,0,5112.38750990824,0.466104084101033,-0.167504084101033,"Reiono:Rakiura",-46.95,167.9,109
"Reiono",0.2986,0,5112.38750990824,0.466104084101033,-0.167504084101033,"Reiono:Rakiura",-17.046,210.454,109
"Late_Island",0.2964,0,7209.7599691243,0.505714493950014,-0.209314493950014,"Malenge:Late_Island",-18.85,185.4,110
"Malenge",0.2964,0,7209.7599691243,0.505714493950014,-0.209314493950014,"Malenge:Late_Island",-0.2659,122.0439,110
"Doubtful_Sound",0.29061,0.0459,3392.8688167094,0.433629718433979,-0.143019718433979,"Late_Island:Doubtful_Sound",-45.316667,166.983333,111
"Late_Island",0.29061,0.0459,3392.8688167094,0.433629718433979,-0.143019718433979,"Late_Island:Doubtful_Sound",-18.85,185.4,111
"Great_Mercury_Island",0.28198,0.05078,1328.78777718507,0.394648041346624,-0.112668041346624,"Rakiura:Great_Mercury_Island",-36.583333,175.916667,112
"Rakiura",0.28198,0.05078,1328.78777718507,0.394648041346624,-0.112668041346624,"Rakiura:Great_Mercury_Island",-46.95,167.9,112
"Rakiura",0.27915,0,5112.92038815995,0.466114147895786,-0.186964147895786,"Rimatuu:Rakiura",-46.95,167.9,113
"Rimatuu",0.27915,0,5112.92038815995,0.466114147895786,-0.186964147895786,"Rimatuu:Rakiura",-17.03,210.442,113
"Great_Mercury_Island",0.2788,0.0498,2173.34640012567,0.410598147418234,-0.131798147418234,"Late_Island:Great_Mercury_Island",-36.583333,175.916667,114
"Late_Island",0.2788,0.0498,2173.34640012567,0.410598147418234,-0.131798147418234,"Late_Island:Great_Mercury_Island",-18.85,185.4,114
"New_Britain",0.26683,0.01074,301.409642652058,0.375245255351263,-0.108415255351263,"New_Guinea:New_Britain",-5.8145,150.061,115
"New_Guinea",0.26683,0.01074,301.409642652058,0.375245255351263,-0.108415255351263,"New_Guinea:New_Britain",-6.2208,147.3689,115
"Doubtful_Sound",0.26471,0.99902,1225.69706223767,0.392701097944775,-0.127991097944775,"Great_Mercury_Island:Doubtful_Sound",-45.316667,166.983333,116
"Great_Mercury_Island",0.26471,0.99902,1225.69706223767,0.392701097944775,-0.127991097944775,"Great_Mercury_Island:Doubtful_Sound",-36.583333,175.916667,116
"Aotea",0.25777,0,2159.91190389841,0.410344427150602,-0.152574427150602,"Late_Island:Aotea",-36.23,175.43,117
"Late_Island",0.25777,0,2159.91190389841,0.410344427150602,-0.152574427150602,"Late_Island:Aotea",-18.85,185.4,117
"Rakiura",0.25758,0,1283.61950603805,0.393795005575872,-0.136215005575872,"Slipper_Island:Rakiura",-46.95,167.9,118
"Slipper_Island",0.25758,0,1283.61950603805,0.393795005575872,-0.136215005575872,"Slipper_Island:Rakiura",-37.05,175.93,118
"Halmahera",0.25721,0,6670.51553547839,0.495530469204367,-0.238320469204367,"Late_Island:Halmahera",1.266,127.8565,119
"Late_Island",0.25721,0,6670.51553547839,0.495530469204367,-0.238320469204367,"Late_Island:Halmahera",-18.85,185.4,119
"New_Guinea",0.25188,0.00977,3075.55269664423,0.427636971884724,-0.175756971884724,"Sulawesi:New_Guinea",-6.2208,147.3689,120
"Sulawesi",0.25188,0.00977,3075.55269664423,0.427636971884724,-0.175756971884724,"Sulawesi:New_Guinea",-1.3252,120.1039,120
"New_Britain",0.24361,0.99902,479.351933471133,0.378605825400631,-0.134995825400631,"Normanby_Island:New_Britain",-5.8145,150.061,121
"Normanby_Island",0.24361,0.99902,479.351933471133,0.378605825400631,-0.134995825400631,"Normanby_Island:New_Britain",-10.0546,150.9625,121
"Kaikura_Island",0.24325,0,1345.30855338999,0.394960048264435,-0.151710048264435,"Rakiura:Kaikura_Island",-36.18,175.32,122
"Rakiura",0.24325,0,1345.30855338999,0.394960048264435,-0.151710048264435,"Rakiura:Kaikura_Island",-46.95,167.9,122
"Borneo",0.23973,0,7717.53587779101,0.515304212631285,-0.275574212631285,"Late_Island:Borneo",-0.5102,117.0912,123
"Late_Island",0.23973,0,7717.53587779101,0.515304212631285,-0.275574212631285,"Late_Island:Borneo",-18.85,185.4,123
"Hatutaa",0.23755,0,292.311321909205,0.375073426922803,-0.137523426922803,"Mohotani:Hatutaa",-7.92,219.43,124
"Mohotani",0.23755,0,292.311321909205,0.375073426922803,-0.137523426922803,"Mohotani:Hatutaa",-10,221.07,124
"Late_Island",0.2299,0,3502.11700878831,0.435692950286047,-0.205792950286047,"Rakiura:Late_Island",-18.85,185.4,125
"Rakiura",0.2299,0,3502.11700878831,0.435692950286047,-0.205792950286047,"Rakiura:Late_Island",-46.95,167.9,125
"Aotea",0.22414,0,1344.49141340843,0.39494461597942,-0.17080461597942,"Rakiura:Aotea",-36.23,175.43,126
"Rakiura",0.22414,0,1344.49141340843,0.39494461597942,-0.17080461597942,"Rakiura:Aotea",-46.95,167.9,126
"Late_Island",0.20963,0,4694.07488811648,0.458203944895254,-0.248573944895254,"Wake_Island:Late_Island",-18.85,185.4,127
"Wake_Island",0.20963,0,4694.07488811648,0.458203944895254,-0.248573944895254,"Wake_Island:Late_Island",19.3,166.58,127
"Malenge",0.20633,0.99902,3379.99871968316,0.433386657257236,-0.227056657257236,"Normanby_Island:Malenge",-0.2659,122.0439,128
"Normanby_Island",0.20633,0.99902,3379.99871968316,0.433386657257236,-0.227056657257236,"Normanby_Island:Malenge",-10.0546,150.9625,128
"Malenge",0.20231,0,3173.05957019936,0.429478460366009,-0.227168460366009,"New_Britain:Malenge",-0.2659,122.0439,129
"New_Britain",0.20231,0,3173.05957019936,0.429478460366009,-0.227168460366009,"New_Britain:Malenge",-5.8145,150.061,129
"New_Guinea",0.20101,0.99902,580.140833051355,0.380509297339083,-0.179499297339083,"Normanby_Island:New_Guinea",-6.2208,147.3689,130
"Normanby_Island",0.20101,0.99902,580.140833051355,0.380509297339083,-0.179499297339083,"Normanby_Island:New_Guinea",-10.0546,150.9625,130
"Mainland",0.19395,0,2414.11727445333,0.415145281128277,-0.221195281128277,"Sulawesi:Mainland",15.20989,105.7906,131
"Sulawesi",0.19395,0,2414.11727445333,0.415145281128277,-0.221195281128277,"Sulawesi:Mainland",-1.3252,120.1039,131
"New_Britain",0.19298,0,3364.19820491898,0.433088253002482,-0.240108253002482,"Sulawesi:New_Britain",-5.8145,150.061,132
"Sulawesi",0.19298,0,3364.19820491898,0.433088253002482,-0.240108253002482,"Sulawesi:New_Britain",-1.3252,120.1039,132
"Borneo",0.18879,0,2137.59450173454,0.409922946720366,-0.221132946720366,"Mainland:Borneo",-0.5102,117.0912,133
"Mainland",0.18879,0,2137.59450173454,0.409922946720366,-0.221132946720366,"Mainland:Borneo",15.20989,105.7906,133
"Malenge",0.18645,0.02344,2889.36517368366,0.424120684607836,-0.237670684607836,"New_Guinea:Malenge",-0.2659,122.0439,134
"New_Guinea",0.18645,0.02344,2889.36517368366,0.424120684607836,-0.237670684607836,"New_Guinea:Malenge",-6.2208,147.3689,134
"Borneo",0.17006,0.02734,3421.94929034421,0.434178924405582,-0.264118924405582,"New_Guinea:Borneo",-0.5102,117.0912,135
"New_Guinea",0.17006,0.02734,3421.94929034421,0.434178924405582,-0.264118924405582,"New_Guinea:Borneo",-6.2208,147.3689,135
"Late_Island",0.16366,0.99902,3830.70471540865,0.441898568974982,-0.278238568974982,"Normanby_Island:Late_Island",-18.85,185.4,136
"Normanby_Island",0.16366,0.99902,3830.70471540865,0.441898568974982,-0.278238568974982,"Normanby_Island:Late_Island",-10.0546,150.9625,136
"Late_Island",0.15697,0,4093.72898384447,0.446865974276407,-0.289895974276407,"New_Britain:Late_Island",-18.85,185.4,137
"New_Britain",0.15697,0,4093.72898384447,0.446865974276407,-0.289895974276407,"New_Britain:Late_Island",-5.8145,150.061,137
"Borneo",0.15189,0,347.225124604658,0.376110514170505,-0.224220514170505,"Sulawesi:Borneo",-0.5102,117.0912,138
"Sulawesi",0.15189,0,347.225124604658,0.376110514170505,-0.224220514170505,"Sulawesi:Borneo",-1.3252,120.1039,138
"Malenge",0.14773,0,245.658702582445,0.37419235815319,-0.22646235815319,"Sulawesi:Malenge",-0.2659,122.0439,139
"Sulawesi",0.14773,0,245.658702582445,0.37419235815319,-0.22646235815319,"Sulawesi:Malenge",-1.3252,120.1039,139
"Borneo",0.1291,0,551.980455938346,0.37997746806191,-0.25087746806191,"Malenge:Borneo",-0.5102,117.0912,140
"Malenge",0.1291,0,551.980455938346,0.37997746806191,-0.25087746806191,"Malenge:Borneo",-0.2659,122.0439,140
"Mainland",0.12692,0.00098,5407.84289887495,0.471683974786465,-0.344763974786465,"New_Britain:Mainland",15.20989,105.7906,141
"New_Britain",0.12692,0.00098,5407.84289887495,0.471683974786465,-0.344763974786465,"New_Britain:Mainland",-5.8145,150.061,141
"Halmahera",0.12484,0,909.265318218774,0.386725053482696,-0.261885053482696,"Sulawesi:Halmahera",1.266,127.8565,142
"Sulawesi",0.12484,0,909.265318218774,0.386725053482696,-0.261885053482696,"Sulawesi:Halmahera",-1.3252,120.1039,142
"Aotea",0.12005,0,11.3419092177926,0.369767114473228,-0.249717114473228,"Kaikura_Island:Aotea",-36.23,175.43,143
"Kaikura_Island",0.12005,0,11.3419092177926,0.369767114473228,-0.249717114473228,"Kaikura_Island:Aotea",-36.18,175.32,143
"Halmahera",0.1159,0,2589.46231356321,0.418456800183278,-0.302556800183278,"New_Britain:Halmahera",1.266,127.8565,144
"New_Britain",0.1159,0,2589.46231356321,0.418456800183278,-0.302556800183278,"New_Britain:Halmahera",-5.8145,150.061,144
"Normanby_Island",0.09321,0.31348,3548.3695080822,0.436566462496776,-0.343356462496776,"Sulawesi:Normanby_Island",-10.0546,150.9625,145
"Sulawesi",0.09321,0.31348,3548.3695080822,0.436566462496776,-0.343356462496776,"Sulawesi:Normanby_Island",-1.3252,120.1039,145
"Halmahera",0.08549,0.17871,2321.18262304157,0.413390142399618,-0.327900142399618,"New_Guinea:Halmahera",1.266,127.8565,146
"New_Guinea",0.08549,0.17871,2321.18262304157,0.413390142399618,-0.327900142399618,"New_Guinea:Halmahera",-6.2208,147.3689,146
"Borneo",0.07889,0,1214.30243435009,0.39248590207972,-0.31359590207972,"Halmahera:Borneo",-0.5102,117.0912,147
"Halmahera",0.07889,0,1214.30243435009,0.39248590207972,-0.31359590207972,"Halmahera:Borneo",1.266,127.8565,147
"Borneo",0.07531,0,3709.81180675054,0.439615418150367,-0.364305418150367,"New_Britain:Borneo",-0.5102,117.0912,148
"New_Britain",0.07531,0,3709.81180675054,0.439615418150367,-0.364305418150367,"New_Britain:Borneo",-5.8145,150.061,148
"Halmahera",0.05525,0.99902,2849.96943649285,0.423376667354452,-0.368126667354452,"Normanby_Island:Halmahera",1.266,127.8565,149
"Normanby_Island",0.05525,0.99902,2849.96943649285,0.423376667354452,-0.368126667354452,"Normanby_Island:Halmahera",-10.0546,150.9625,149
"Halmahera",0.04813,0.08203,2873.43923335602,0.423819911599763,-0.375689911599763,"Mainland:Halmahera",1.266,127.8565,150
"Mainland",0.04813,0.08203,2873.43923335602,0.423819911599763,-0.375689911599763,"Mainland:Halmahera",15.20989,105.7906,150
"Borneo",0.0373,0.99902,3895.41029817793,0.443120581136793,-0.405820581136793,"Normanby_Island:Borneo",-0.5102,117.0912,151
"Normanby_Island",0.0373,0.99902,3895.41029817793,0.443120581136793,-0.405820581136793,"Normanby_Island:Borneo",-10.0546,150.9625,151
"Halmahera",0.03679,0.08008,668.817746059476,0.382184025570094,-0.345394025570094,"Malenge:Halmahera",1.266,127.8565,152
"Malenge",0.03679,0.08008,668.817746059476,0.382184025570094,-0.345394025570094,"Malenge:Halmahera",-0.2659,122.0439,152
"Mainland",0.00394,0.68066,2475.34786382671,0.416301665503268,-0.412361665503268,"Malenge:Mainland",15.20989,105.7906,153
"Malenge",0.00394,0.68066,2475.34786382671,0.416301665503268,-0.412361665503268,"Malenge:Mainland",-0.2659,122.0439,153
